Neighborhood,LotArea,MSZoning,HouseStyle,LotFrontage,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,SalePrice
IDOTRR,9000,RM,1.5Fin,50,6,6,1937,1950,780,780,595,0,1375,1,1,3,1,6,1,1979,1,544,0,162,0,141000
SawyerW,10041,RL,2Story,80,8,5,1992,1992,908,927,988,0,1915,2,1,3,1,8,1,1992,2,506,120,150,0,220000
Somerst,3182,FV,2Story,30,7,5,2004,2005,600,600,600,0,1200,2,1,2,1,4,0,2004,2,480,0,172,0,151000
CollgCr,12803,RL,1Story,88,7,5,2002,2002,1494,1494,0,0,1494,2,0,3,1,6,1,2002,2,530,192,36,0,221000
NAmes,13600,RL,2Story,85,7,6,1965,1990,768,1186,800,0,1986,2,1,3,1,7,3,1965,2,486,0,42,0,205000
CollgCr,12464,RL,1Story,82,5,5,1996,1996,1040,1040,0,0,1040,1,0,3,1,6,0,2000,2,576,168,0,0,152000
Edwards,7800,RL,2Story,78,5,8,1948,2002,896,1112,896,0,2008,3,0,3,1,8,0,1948,1,230,103,0,0,225000
Crawfor,12168,RL,2Story,78,8,6,1934,1998,965,1940,1254,0,3194,2,1,4,1,10,2,1934,2,380,0,0,0,359100
Sawyer,7943,RL,1Story,61,4,5,1961,1961,1029,1029,0,0,1029,1,0,3,1,5,0,1961,1,261,64,0,39,118500
CollgCr,11050,RL,2Story,NA,9,5,2000,2000,1440,1476,677,0,2153,2,1,3,1,8,2,2000,3,736,253,142,0,313000
NWAmes,10395,RL,SLvl,NA,6,6,1978,1978,1032,1032,0,0,1032,2,0,3,1,6,1,1978,2,564,0,0,0,148000
CollgCr,11885,RL,2Story,NA,8,5,2001,2001,1299,1299,573,0,1872,2,1,3,1,7,1,2001,2,531,160,122,0,261500
Mitchel,8402,RL,1Story,70,5,5,2007,2007,1120,1120,0,0,1120,1,0,3,1,6,0,NA,0,0,0,30,0,147000
MeadowV,1491,RM,SFoyer,21,4,6,1972,1972,630,630,0,0,630,1,0,1,1,3,0,NA,0,0,96,24,0,75500
NAmes,8800,RL,SFoyer,80,6,7,1963,1963,936,1054,0,0,1054,1,0,3,1,6,0,1963,2,480,120,0,0,137500
Gilbert,7861,RL,2Story,NA,6,5,2002,2003,783,807,702,0,1509,2,1,3,1,7,1,2002,2,393,100,75,0,183200
NAmes,7227,RL,1.5Unf,59,6,6,1954,1954,832,832,0,0,832,1,0,2,1,4,0,1962,2,528,0,0,0,105500
NridgHt,11694,RL,1Story,90,9,5,2007,2007,1822,1828,0,0,1828,2,0,3,1,9,1,2007,3,774,0,108,0,314813
Timber,12244,RL,2Story,85,8,5,2003,2003,1482,1482,780,0,2262,2,1,4,1,10,2,2003,3,749,168,0,0,305000
Edwards,8248,RL,1Story,45,3,3,1914,1950,864,864,0,0,864,1,0,2,1,5,0,NA,0,0,0,0,100,67000
NWAmes,10800,RL,2Story,90,6,7,1974,1997,1522,1548,1066,0,2614,2,1,4,1,9,1,1974,2,624,38,243,0,240000
Sawyer,7064,RL,1Story,71,5,6,1977,1977,980,980,0,0,980,1,0,3,1,6,0,1986,2,484,192,0,0,135000
Somerst,2117,FV,2Story,NA,6,5,2000,2000,756,756,756,0,1512,2,1,2,1,4,1,2000,2,440,0,32,0,168500
NWAmes,10400,RL,2Story,80,6,5,1972,1972,732,1012,778,0,1790,1,2,4,1,8,1,1972,2,484,148,0,0,165150
NAmes,10000,RL,1Story,87,6,6,1962,1962,1116,1116,0,0,1116,1,1,3,1,5,0,1962,2,440,0,0,0,160000
NAmes,12342,RL,1Story,NA,5,5,1960,1978,978,1422,0,0,1422,1,0,3,1,6,1,1960,1,286,0,0,36,139900
NAmes,9600,RL,SLvl,80,6,6,1955,1972,1156,1520,0,0,1520,1,0,3,1,7,2,1955,1,364,0,0,189,153000
NAmes,11606,RL,2Story,70,5,5,1969,1969,1040,1040,1040,0,2080,1,2,5,1,9,2,1969,2,504,335,0,0,135000
NAmes,9020,RL,SLvl,82,6,5,1964,1964,1248,1350,0,0,1350,1,1,3,1,6,0,1964,2,520,176,0,0,168500
OldTown,9000,RM,2Story,50,5,6,1880,1991,636,1089,661,0,1750,1,0,3,1,8,0,1937,1,240,0,0,293,124000
NridgHt,4590,RL,1Story,34,8,5,2006,2006,1554,1554,0,0,1554,2,0,2,1,6,1,2006,2,627,156,73,0,209500
NWAmes,11900,RL,1Story,85,7,5,1977,1977,1386,1411,0,0,1411,2,0,3,1,6,1,1977,2,544,192,0,0,82500
NAmes,9250,RL,1Story,80,5,7,1954,2005,1056,1056,0,0,1056,1,0,3,1,6,0,1954,1,260,390,0,0,139400
OldTown,6979,RL,SFoyer,64,6,5,1980,1980,1056,1056,0,0,1056,0,0,0,2,4,0,1980,2,576,264,56,0,144000
SWISU,10896,RH,2.5Fin,60,6,7,1914,1995,1440,1440,1440,515,3395,2,0,8,2,14,0,NA,0,0,0,110,0,200000
BrkSide,6120,RM,1Story,51,2,3,1936,1950,264,800,0,0,800,1,0,1,1,4,1,NA,0,0,0,0,0,60000
OldTown,6000,RM,1.5Fin,50,5,4,1954,1954,811,811,576,0,1387,2,0,3,2,7,0,1954,1,256,0,0,0,93000
Edwards,8777,RL,1Story,67,5,7,1910,1950,796,796,0,0,796,1,0,2,1,4,0,NA,0,0,328,0,164,85000
Blmngtn,3982,RL,1Story,53,8,5,2006,2006,1520,1567,0,0,1567,2,0,1,1,7,1,2006,3,648,312,0,0,264561
NridgHt,12677,RL,1Story,62,8,5,2003,2004,1518,1518,0,0,1518,1,1,1,1,6,1,2003,2,588,185,140,0,274000
Somerst,7050,FV,2Story,NA,7,5,2001,2001,1057,1057,872,0,1929,2,1,3,1,7,1,2001,2,650,0,235,0,226000
NAmes,13860,RL,SLvl,75,8,7,1972,1995,1952,2000,704,0,2704,2,1,4,1,9,3,1972,2,538,269,111,0,345000
NWAmes,10793,RL,2Story,80,5,5,1969,1969,780,780,840,0,1620,2,1,4,1,7,0,1969,2,462,208,0,0,152000
Somerst,9187,FV,1Story,85,9,5,2009,2009,1766,1766,0,0,1766,2,1,2,1,7,1,2009,3,478,195,130,0,370878
NAmes,10530,RL,1Story,NA,6,5,1971,1971,981,981,0,0,981,1,1,3,1,5,0,1979,2,576,0,312,40,143250
NAmes,7200,RL,1Story,60,5,5,1950,1950,0,1048,0,0,1048,1,0,3,1,7,0,1950,2,420,0,27,0,98300
Edwards,10452,RL,1Story,85,6,5,1953,1953,1094,1094,0,0,1094,1,0,3,1,5,2,1953,2,495,0,0,0,155000
NAmes,7700,RL,2Story,70,6,5,1966,1966,756,1051,788,0,1839,1,1,4,1,7,1,1966,2,442,0,124,216,155000
MeadowV,1936,RM,SFoyer,21,4,6,1970,1970,630,630,0,0,630,1,0,1,1,3,0,NA,0,0,0,0,0,84500
Somerst,8125,FV,2Story,65,7,6,2007,2007,813,822,843,0,1665,2,1,3,1,7,0,2007,2,562,0,0,0,205950
Edwards,9084,RL,2Story,60,4,5,1940,1950,755,755,755,0,1510,1,0,4,1,7,1,1940,1,296,120,0,0,108000
CollgCr,8750,RL,2Story,70,7,5,1996,1996,880,909,807,0,1716,2,1,2,1,7,1,1996,2,512,0,120,0,191000
IDOTRR,10320,RM,1.5Fin,60,6,7,1906,1995,756,756,713,0,1469,1,0,3,1,7,0,1906,1,216,57,0,239,135000
NoRidge,10437,RL,1Story,91,8,6,1995,1995,2109,2113,0,0,2113,2,1,2,1,7,1,1995,3,839,236,46,0,350000
BrDale,1680,RM,2Story,21,6,5,1971,1971,525,525,567,0,1092,1,1,3,1,6,0,1971,1,264,0,0,0,88000
NAmes,10007,RL,1Story,72,5,7,1959,2006,1053,1053,0,0,1053,1,1,3,1,5,0,1959,1,312,0,0,0,145500
Crawfor,7200,RL,2Story,60,7,6,1931,2000,776,851,651,0,1502,1,1,3,1,6,1,1931,1,270,0,0,112,149000
NAmes,17503,RL,1.5Fin,78,6,5,1948,1950,912,912,546,0,1458,1,0,3,1,6,1,1948,1,330,192,0,0,97500
Edwards,9937,RL,1Story,75,5,7,1964,1999,1486,1486,0,0,1486,1,0,3,1,7,0,1968,2,480,0,0,0,167000
NWAmes,12384,RL,2Story,NA,7,7,1976,1976,793,1142,793,0,1935,2,1,3,1,7,1,1976,2,550,0,113,252,197900
NoRidge,46589,RL,2Story,52,8,7,1994,2005,1629,1686,762,0,2448,2,1,4,1,8,1,1994,3,711,517,76,0,402000
NAmes,13560,RL,1Story,120,6,3,1968,1968,1392,1392,0,0,1392,1,0,2,1,5,2,1968,2,576,0,0,240,110000
Edwards,10012,RL,SFoyer,90,4,5,1972,1972,1138,1181,0,0,1181,2,0,3,1,6,0,1974,2,588,0,0,180,137500
Somerst,20896,RL,1Story,49,8,5,2005,2006,2077,2097,0,0,2097,1,1,1,1,8,1,2005,3,1134,192,267,0,423000
Gilbert,11194,RL,2Story,106,8,5,2000,2000,1406,1454,482,0,1936,2,1,3,1,7,1,2000,2,504,188,124,0,230500
NAmes,18450,RL,2Story,NA,6,5,1965,1979,1021,1465,915,0,2380,2,1,3,1,7,1,1965,2,596,0,265,0,129000
SawyerW,8125,RL,1Story,65,6,5,1994,1998,1408,1679,0,0,1679,2,0,3,1,7,1,1994,2,575,224,42,0,193500
Sawyer,14175,RL,1Story,NA,5,6,1956,1987,1188,1437,0,0,1437,1,1,3,1,6,1,1999,2,576,304,0,0,168000
Crawfor,11600,RL,1Story,80,4,5,1922,1950,700,1180,0,0,1180,1,0,2,1,5,1,1922,1,252,0,0,67,137500
CollgCr,8633,RL,2Story,64,6,5,2005,2005,738,738,738,0,1476,2,1,3,1,7,0,2005,2,540,100,35,0,173500
Edwards,6629,RH,2Story,54,6,6,1925,1950,672,697,672,0,1369,2,0,3,1,6,0,1930,1,300,147,0,0,103600
Veenker,11250,RL,1Story,NA,6,6,1977,1977,1208,1208,0,0,1208,1,1,3,1,6,1,1977,2,546,198,42,0,165000
Crawfor,14442,RL,1Story,110,6,7,1957,2004,1477,1839,0,0,1839,2,0,3,1,7,2,1957,2,416,0,87,0,257500
NAmes,9200,RL,1Story,80,6,6,1965,1965,1136,1136,0,0,1136,1,0,3,1,5,1,1965,1,384,426,0,0,140000
NPkVill,2289,RL,2Story,24,6,6,1978,1978,855,855,586,0,1441,2,1,3,1,7,1,1978,2,440,28,0,0,148500
OldTown,9600,RM,2Story,60,4,2,1900,1950,1095,1095,679,0,1774,2,0,4,2,8,0,1920,3,779,0,0,90,87000
OldTown,9022,RL,1Story,52,5,8,1924,2006,768,792,0,0,792,1,0,2,1,5,0,1924,1,240,316,0,120,109500
StoneBr,11844,RL,1Story,80,8,5,2008,2008,2046,2046,0,0,2046,2,1,3,1,7,1,2008,3,834,322,82,0,372500
Sawyer,9945,RL,1Story,NA,5,5,1961,1961,988,988,0,0,988,1,0,3,1,5,0,1963,2,572,0,0,0,128500
SawyerW,8012,RL,1Story,50,6,5,1980,1980,923,923,0,0,923,2,0,2,1,5,1,1980,1,264,80,0,0,143000
SWISU,4500,RH,1.5Fin,55,5,5,1932,2000,793,848,672,0,1520,1,0,3,1,6,0,1968,1,281,0,0,56,159434
ClearCr,2887,RL,1Story,NA,6,5,1996,1997,1291,1291,0,0,1291,1,0,2,1,6,1,1996,2,431,307,0,0,173000
CollgCr,11248,RL,1Story,90,9,5,2002,2002,1626,1668,0,0,1668,2,0,3,1,7,1,2002,3,702,257,45,0,285000
NoRidge,16770,RL,2Story,58,7,5,1998,1998,1195,1195,644,0,1839,2,1,4,1,7,0,1998,2,486,0,81,0,221000
StoneBr,5062,RL,2Story,NA,7,5,1984,1984,1190,1190,900,0,2090,2,0,3,1,6,1,1984,2,577,219,0,0,207500
Somerst,10207,FV,2Story,84,7,6,2007,2007,874,874,887,0,1761,3,0,3,1,7,0,2007,2,578,144,105,0,227875
Somerst,5105,FV,2Story,NA,7,5,2004,2004,551,551,551,0,1102,2,1,2,1,4,0,2004,2,480,0,60,0,148800
StoneBr,8089,RL,1Story,60,8,6,2007,2007,1419,1419,0,0,1419,2,0,2,1,7,1,2007,2,567,140,0,0,392000
NridgHt,7577,RL,1Story,61,6,5,2005,2006,1362,1362,0,0,1362,2,0,2,1,6,1,2005,2,460,192,28,0,194700
CollgCr,4426,RM,1Story,NA,6,5,2004,2004,848,848,0,0,848,1,0,1,1,3,1,2004,2,420,149,0,0,141000
NoRidge,21535,RL,2Story,104,10,6,1994,1995,2444,2444,1872,0,4316,3,1,4,1,10,2,1994,3,832,382,50,0,755000
Timber,26178,RL,2Story,42,7,5,1989,1990,1210,1238,1281,0,2519,2,1,4,1,9,2,1989,2,628,320,27,0,335000
OldTown,5400,RL,1Story,60,5,6,1921,1968,1073,1073,0,0,1073,1,0,2,1,4,0,1968,1,326,0,0,112,108480
BrkSide,6120,RM,1.5Fin,51,5,6,1936,1950,927,1067,472,0,1539,1,1,3,1,5,0,1995,2,576,112,0,0,141500
Timber,13811,RL,1Story,54,6,6,1987,1987,1112,1137,0,0,1137,2,0,2,1,5,1,1987,2,551,125,0,0,176000
BrkSide,6000,RM,1Story,50,5,7,1921,1950,616,616,0,0,616,1,0,2,1,4,0,1921,1,205,0,0,129,89000
Edwards,6420,RL,1Story,57,5,7,1952,1952,980,1148,0,0,1148,1,0,2,1,6,0,1952,1,308,0,0,0,123500
Sawyer,8450,RL,1Story,65,5,8,1965,2009,894,894,0,0,894,1,0,3,1,5,1,1973,1,336,416,144,0,138500
Somerst,4282,FV,1Story,59,7,5,2004,2004,1391,1391,0,0,1391,2,0,2,1,5,0,2004,2,530,156,158,0,196000
Timber,14331,RL,1Story,85,8,5,2002,2002,1800,1800,0,0,1800,2,0,3,1,7,1,2002,3,765,270,78,0,312500
NWAmes,9600,RL,1Story,80,7,5,1969,1969,1164,1164,0,0,1164,1,1,3,1,6,0,1969,2,528,0,0,0,140000
StoneBr,12438,RL,2Story,82,8,5,2006,2006,1234,1264,1312,0,2576,2,1,4,1,10,1,2006,3,666,324,100,0,361919
OldTown,7630,RM,2Story,76,5,9,1900,1996,360,1032,780,0,1812,2,0,4,2,8,1,1999,2,672,344,0,40,140000
CollgCr,8400,RL,1Story,70,7,5,2004,2005,1473,1484,0,0,1484,2,0,3,1,7,0,2004,2,606,0,35,0,213000
IDOTRR,5600,RM,2Story,70,4,5,1930,1950,0,372,720,0,1092,2,0,3,2,7,0,NA,0,0,0,0,0,55000
ClearCr,115149,RL,1Story,NA,7,5,1971,2002,1643,1824,0,0,1824,2,0,2,1,5,2,1971,2,739,380,48,0,302000
NridgHt,6240,RL,1Story,48,8,5,2006,2006,1324,1324,0,0,1324,2,0,2,1,6,1,2006,2,550,192,38,0,254000
Gilbert,9018,RL,2Story,65,7,5,2007,2007,728,728,728,0,1456,2,1,3,1,8,1,2007,2,400,100,24,0,179540
Sawyer,7162,RL,1Story,NA,5,7,1966,1966,876,904,0,0,904,1,0,3,1,6,0,1966,1,408,0,0,0,109900
BrkSide,4130,RL,1Story,56,3,6,1935,2003,270,729,0,0,729,1,0,2,1,5,0,NA,0,0,0,0,0,52000
IDOTRR,8712,C (all),1.5Fin,66,4,7,1900,1950,859,859,319,0,1178,1,0,2,1,7,0,1964,1,384,68,0,98,102776
StoneBr,4671,RL,1Story,40,8,5,1988,1989,1228,1228,0,0,1228,2,0,2,1,5,1,1988,2,472,168,120,0,189000
BrkSide,9873,RL,1Story,60,4,5,1970,1970,960,960,0,0,960,1,0,3,1,6,0,1970,2,576,0,288,0,129000
Sawyer,13517,RL,2Story,NA,6,8,1976,2005,725,725,754,0,1479,2,1,3,1,6,0,1976,2,475,0,44,0,130500
NWAmes,10140,RL,1Story,78,6,5,1974,1974,1064,1350,0,0,1350,2,0,3,1,7,1,1974,2,478,0,0,0,165000
OldTown,10800,RM,2Story,60,7,8,1890,1998,718,1576,978,0,2554,1,1,3,1,8,0,1996,2,704,0,48,143,159500
NWAmes,10000,RL,1Story,80,5,6,1973,2000,1176,1178,0,0,1178,1,1,3,1,5,1,1973,2,439,224,0,0,157000
NoRidge,10542,RL,2Story,96,7,5,1993,1994,1311,1325,1093,0,2418,2,1,3,1,9,1,1993,3,983,250,154,216,341000
CollgCr,9920,RL,1Story,69,5,6,1969,1969,971,971,0,0,971,1,1,3,1,5,1,1969,1,300,0,0,0,128500
StoneBr,6563,RL,1Story,NA,8,5,1985,1985,1742,1742,0,0,1742,2,0,2,1,5,1,1985,2,564,114,28,234,275000
CollgCr,4426,RM,1Story,NA,6,5,2004,2004,848,848,0,0,848,1,0,1,1,3,0,2004,2,420,160,0,0,143000
NAmes,8120,RL,1Story,70,4,7,1970,1970,864,864,0,0,864,1,0,3,1,5,0,1994,2,463,0,0,0,124500
Edwards,8172,RL,1.5Fin,60,4,6,1954,1972,941,997,473,0,1470,2,0,4,1,7,0,1958,1,548,0,0,0,135000
Edwards,13286,RL,1Story,86,9,5,2007,2008,1698,1698,0,0,1698,2,0,3,1,8,1,2007,3,768,327,64,0,320000
NAmes,6960,RL,1Story,60,4,6,1970,1970,864,864,0,0,864,1,0,3,1,5,0,1989,2,660,96,0,0,120500
Crawfor,21695,RL,1Story,NA,6,9,1988,2007,880,1680,0,0,1680,2,0,3,1,5,1,1988,2,540,292,44,0,222000
CollgCr,7314,RL,1Story,64,7,5,2007,2007,1232,1232,0,0,1232,2,0,2,1,6,0,2007,2,632,132,0,0,194500
NAmes,11475,RL,1Story,85,5,5,1958,1958,1584,1776,0,0,1776,2,0,4,2,9,0,1968,3,888,0,25,0,110000
IDOTRR,6240,RM,1.5Fin,52,4,5,1925,1950,780,848,0,360,1208,1,0,2,1,5,0,1962,2,539,0,23,112,103000
StoneBr,5389,RL,1Story,39,8,5,1995,1996,1595,1616,0,0,1616,2,0,2,1,5,1,1995,2,608,237,152,0,236500
Timber,9590,RL,SLvl,73,7,5,2003,2003,868,1146,0,0,1146,2,0,3,1,6,1,2003,2,438,160,22,0,187500
CollgCr,11404,RL,2Story,75,7,5,1998,1999,1153,1153,878,0,2031,2,1,3,1,8,1,1998,2,541,192,84,0,222500
Sawyer,10000,RL,1Story,80,5,6,1961,1983,864,1144,0,0,1144,1,0,3,1,6,1,1961,1,264,165,0,0,131400
Sawyer,8978,RL,1Story,NA,5,5,1968,1968,948,948,0,0,948,1,0,3,1,6,0,1968,1,300,147,0,0,108000
OldTown,10800,RM,2.5Unf,60,7,7,1914,1970,880,880,888,0,1768,1,1,2,1,6,2,1914,2,320,0,341,0,163000
NAmes,8544,RL,1Story,60,3,4,1950,1950,0,1040,0,0,1040,2,0,2,2,6,0,1949,2,400,0,0,0,93500
Gilbert,10463,RL,2Story,72,8,5,2005,2005,893,901,900,0,1801,2,1,3,1,8,1,2005,3,800,0,116,0,239900
Edwards,10800,RL,1Story,60,5,5,1987,1988,1200,1200,0,0,1200,3,0,3,1,5,0,NA,0,0,120,0,0,179000
CollgCr,9313,RL,2Story,65,7,5,2004,2004,864,864,864,0,1728,2,1,3,1,7,0,2004,2,572,187,56,0,190000
OldTown,9600,RM,2Story,60,5,7,1910,2002,264,768,664,0,1432,2,0,2,1,7,0,1910,2,360,270,0,112,132000
Sawyer,6768,RL,1Story,65,6,8,1961,1996,912,912,0,0,912,1,0,3,1,5,0,1962,1,288,168,0,0,142000
SawyerW,8450,RL,1Story,65,7,5,2000,2001,1349,1349,0,0,1349,2,0,3,1,6,0,2000,2,539,120,55,0,179000
Sawyer,12886,RL,SLvl,70,5,6,1963,1999,520,1464,0,0,1464,2,0,3,1,6,1,1997,2,480,302,0,0,175000
StoneBr,5395,RL,1Story,41,8,5,1993,1993,1337,1337,0,0,1337,2,0,2,1,5,1,1993,2,462,96,0,70,180000
NWAmes,8963,RL,2Story,NA,8,9,1976,1996,1142,1175,1540,0,2715,3,1,4,1,11,2,1994,2,831,0,204,0,299800
Gilbert,8795,RL,2Story,NA,7,5,2000,2000,952,980,1276,0,2256,2,1,4,1,8,1,2000,2,554,224,54,0,236000
OldTown,11700,RM,2Story,65,7,7,1880,2003,1240,1320,1320,0,2640,1,1,4,1,8,1,1950,4,864,181,0,386,265979
NoRidge,10593,RL,1Story,59,7,5,1996,1996,1720,1720,0,0,1720,2,0,3,1,7,1,1996,2,527,240,56,154,260400
Edwards,8405,RL,1.5Fin,50,4,3,1945,1950,0,1088,441,0,1529,2,0,4,1,9,0,1945,1,240,92,0,185,98000
OldTown,8800,RM,1.5Fin,55,4,7,1910,2004,576,792,348,0,1140,1,0,3,1,7,0,NA,0,0,0,160,0,96500
Gilbert,7750,RL,2Story,NA,7,5,2003,2003,660,660,660,0,1320,2,1,3,1,6,0,2003,2,400,0,48,0,162000
CollgCr,9236,RL,1Story,79,6,5,1997,1997,1479,1494,0,0,1494,2,0,3,1,6,0,1997,2,576,168,27,0,217000
NridgHt,10240,RL,2Story,80,8,5,2005,2005,1030,1038,1060,0,2098,2,1,3,1,8,1,2005,3,878,192,52,0,275500
NAmes,7930,RL,1Story,61,6,8,1969,2005,1026,1026,0,0,1026,1,0,3,1,5,0,1969,2,440,171,48,0,156000
Somerst,3230,FV,2Story,34,6,5,1999,1999,729,742,729,0,1471,2,1,3,1,6,0,1999,2,440,0,24,0,172500
CollgCr,10769,RL,2Story,68,8,5,2007,2007,866,866,902,0,1768,2,1,3,1,7,0,2007,2,578,144,105,0,212000
Sawyer,11616,RL,2Story,NA,6,5,1978,1978,672,672,714,0,1386,2,1,3,1,6,1,1978,2,440,335,0,0,158900
Somerst,2280,FV,2Story,24,7,5,1999,1999,744,757,744,0,1501,2,1,3,1,6,0,1999,2,440,0,0,0,179400
NoRidge,12257,RL,2Story,65,8,5,1995,1995,1318,1328,1203,0,2531,2,1,4,1,9,1,1995,3,752,222,98,0,290000
NAmes,9100,RL,1Story,70,6,6,1959,1959,864,864,0,0,864,1,0,2,1,5,0,2008,1,300,0,0,0,127500
BrkSide,6911,RM,1Story,60,5,5,1924,1950,1145,1301,0,0,1301,1,0,2,1,5,0,1965,2,440,0,0,0,100000
Somerst,8640,FV,2Story,72,7,5,2009,2009,756,764,783,0,1547,2,1,3,1,7,0,2009,2,614,169,45,0,215200
NoRidge,9430,RL,2Story,82,8,5,1999,1999,1252,1268,1097,0,2365,2,1,3,1,8,1,1999,3,856,0,128,0,337000
Veenker,9549,RL,1Story,30,8,5,1995,1996,1494,1494,0,0,1494,1,1,2,1,6,1,1995,2,481,0,30,0,270000
Somerst,14587,RL,1Story,75,9,5,2008,2008,1498,1506,0,0,1506,2,0,2,1,6,1,2008,2,592,0,174,0,264132
NWAmes,10421,RL,2Story,80,7,5,1988,1988,980,980,734,0,1714,2,1,3,1,7,1,1988,2,496,228,66,156,196500
Mitchel,12508,RL,1.5Fin,75,6,7,1940,1985,983,983,767,0,1750,2,0,4,1,7,0,1989,1,423,245,0,156,160000
CollgCr,9100,RL,1Story,70,7,5,2004,2005,1860,1836,0,0,1836,2,0,3,1,8,1,2004,2,484,120,33,0,216837
StoneBr,53504,RL,2Story,47,8,5,2003,2003,1650,1690,1589,0,3279,3,1,4,1,12,1,2003,3,841,503,36,0,538000
Sawyer,7252,RL,SFoyer,NA,5,5,1982,1982,858,858,0,0,858,1,0,2,1,5,0,1983,2,576,120,0,0,134900
Edwards,8877,RL,1Story,67,4,5,1951,1951,836,1220,0,0,1220,1,0,2,1,6,0,1951,2,396,0,0,0,102000
Edwards,7819,RL,SLvl,94,6,5,1976,1976,1029,1117,0,0,1117,1,0,3,1,6,1,1976,2,672,144,0,0,107000
NAmes,10150,RL,1Story,70,5,5,1958,1958,912,912,0,0,912,1,0,2,1,5,0,1958,1,275,0,0,0,114500
NridgHt,14226,RL,1Story,110,8,5,2006,2006,1935,1973,0,0,1973,2,0,3,1,9,1,2006,3,895,315,45,0,395000
Mitchel,4500,RM,1Story,32,6,5,1998,1998,1204,1204,0,0,1204,2,0,2,1,5,0,1998,2,412,0,247,0,162000
CollgCr,11210,RL,1Story,86,7,5,2005,2006,1614,1614,0,0,1614,2,0,3,1,7,0,2005,3,865,144,59,0,221500
Sawyer,13350,RL,1Story,100,5,5,1974,1974,864,894,0,0,894,1,0,3,1,5,1,1974,2,440,241,0,0,142500
SawyerW,8400,RH,1Story,60,5,5,1977,1977,0,2020,0,0,2020,2,0,4,2,10,2,1977,2,630,0,0,0,144000
Mitchel,10530,RL,SFoyer,78,6,5,1977,1977,975,1004,0,0,1004,1,0,2,1,4,0,1977,2,504,0,0,0,135000
Gilbert,7875,RL,1Story,63,7,5,1995,1996,1237,1253,0,0,1253,2,0,3,1,6,1,1995,2,402,220,21,0,176000
SawyerW,7153,RL,2Story,65,6,5,1992,1992,761,810,793,0,1603,2,1,3,1,7,0,1992,2,484,0,124,0,175900
CollgCr,16285,RL,1Story,67,7,5,2001,2002,1413,1430,0,0,1430,2,0,3,1,6,0,2001,2,605,0,33,0,187100
Mitchel,9101,RL,SFoyer,NA,5,6,1978,1978,1097,1110,0,0,1110,1,0,1,1,4,1,1978,2,602,303,30,0,165500
OldTown,6300,RM,2.5Unf,35,6,6,1914,2001,742,742,742,0,1484,2,0,3,1,9,1,NA,0,0,0,291,134,128000
NWAmes,9790,RL,1Story,NA,6,5,1967,1967,1372,1342,0,0,1342,2,0,3,1,7,1,1967,2,457,0,0,0,161500
OldTown,10800,RM,1.5Fin,60,5,6,1915,1950,686,966,686,0,1652,2,0,4,1,7,0,1961,1,416,0,0,196,139000
SawyerW,10142,RL,2Story,76,7,5,2004,2004,956,956,1128,0,2084,2,1,4,1,8,0,2004,2,618,0,45,0,233000
OldTown,6000,RM,1Story,50,4,7,1954,2000,901,901,0,0,901,1,0,2,1,4,0,1954,1,281,0,0,0,107900
ClearCr,12205,RL,2Story,NA,6,8,1966,2007,832,976,1111,0,2087,2,1,5,1,9,0,1966,2,444,133,168,0,187500
Blmngtn,3182,RL,1Story,43,7,5,2005,2006,1145,1145,0,0,1145,2,0,2,1,5,1,2005,2,397,100,16,0,160200
Mitchel,11333,RL,SLvl,NA,6,5,1976,1976,1029,1062,0,0,1062,1,0,3,1,5,2,1976,2,539,120,0,0,146800
NoRidge,9920,RL,2Story,92,7,5,1996,1997,1117,1127,886,0,2013,2,1,3,1,8,1,1997,2,455,180,130,0,269790
Somerst,9158,RL,1Story,76,8,5,2007,2007,1496,1496,0,0,1496,2,0,3,1,7,0,2007,2,474,168,130,0,225000
Gilbert,10832,RL,2Story,NA,7,5,1994,1996,712,1086,809,0,1895,2,1,3,1,7,1,1994,2,409,143,46,0,194500
SawyerW,8400,RL,2Story,70,6,6,1980,1981,650,888,676,0,1564,2,1,3,1,7,1,1980,2,476,0,50,0,171000
Sawyer,8197,RL,1Story,71,6,5,1977,1977,660,1285,0,0,1285,1,1,3,1,7,1,1977,2,528,138,0,0,143500
NAmes,7677,RL,1Story,57,5,5,1953,1953,773,773,0,0,773,1,0,2,1,4,0,1953,1,240,0,0,0,110000
NridgHt,13518,RL,2Story,104,9,5,2008,2009,1926,1966,1174,0,3140,3,1,4,1,11,2,2009,3,820,144,78,0,485000
SWISU,7200,RL,1.5Fin,60,5,7,1937,1950,731,981,787,0,1768,1,1,3,1,7,2,1939,1,240,0,0,264,175000
ClearCr,12798,RL,2Story,79,6,5,1997,1997,616,616,1072,0,1688,2,1,4,1,8,0,1997,2,603,403,114,185,200000
IDOTRR,4800,RM,1Story,40,4,7,1916,1990,1196,1196,0,0,1196,1,0,2,1,5,0,1957,2,440,0,0,0,109900
CollgCr,8199,RL,2Story,63,7,5,2005,2005,728,728,728,0,1456,2,1,3,1,7,1,2005,2,410,36,18,0,189000
